reported_PK,reporteddate,reportedhour,reportedday,reportedmonth,reportedyear
2326,2020-05-17 04:00:00+00:00,4,17,5,2020
2327,2020-05-14 04:00:00+00:00,4,14,5,2020
2328,2020-05-10 04:00:00+00:00,4,10,5,2020
2329,2020-05-18 04:00:00+00:00,4,18,5,2020
2330,2020-05-12 04:00:00+00:00,4,12,5,2020
2331,2020-05-13 04:00:00+00:00,4,13,5,2020
2332,2020-05-20 04:00:00+00:00,4,20,5,2020
2333,2020-05-21 04:00:00+00:00,4,21,5,2020
2334,2020-05-22 04:00:00+00:00,4,22,5,2020
2335,2020-05-30 04:00:00+00:00,4,30,5,2020
2336,2020-05-27 04:00:00+00:00,4,27,5,2020
2337,2020-05-25 04:00:00+00:00,4,25,5,2020
2338,2020-05-29 04:00:00+00:00,4,29,5,2020
2339,2020-05-23 04:00:00+00:00,4,23,5,2020
2340,2020-05-28 04:00:00+00:00,4,28,5,2020
2341,2020-05-26 04:00:00+00:00,4,26,5,2020
2342,2020-05-24 04:00:00+00:00,4,24,5,2020
2343,2020-05-31 04:00:00+00:00,4,31,5,2020
2344,2020-06-01 04:00:00+00:00,4,1,6,2020
2345,2020-06-10 04:00:00+00:00,4,10,6,2020
2346,2020-06-05 04:00:00+00:00,4,5,6,2020
2347,2020-06-09 04:00:00+00:00,4,9,6,2020
2348,2020-06-07 04:00:00+00:00,4,7,6,2020
2349,2020-06-06 04:00:00+00:00,4,6,6,2020
2350,2020-06-04 04:00:00+00:00,4,4,6,2020
2351,2020-06-08 04:00:00+00:00,4,8,6,2020
2352,2020-06-03 04:00:00+00:00,4,3,6,2020
2353,2020-06-02 04:00:00+00:00,4,2,6,2020
2354,2020-06-11 04:00:00+00:00,4,11,6,2020
2355,2020-06-19 04:00:00+00:00,4,19,6,2020
2356,2020-06-15 04:00:00+00:00,4,15,6,2020
2357,2020-06-16 04:00:00+00:00,4,16,6,2020
2358,2020-06-18 04:00:00+00:00,4,18,6,2020
2359,2020-06-12 04:00:00+00:00,4,12,6,2020
2360,2020-06-20 04:00:00+00:00,4,20,6,2020
2361,2020-06-21 04:00:00+00:00,4,21,6,2020
2362,2020-06-14 04:00:00+00:00,4,14,6,2020
2363,2020-06-17 04:00:00+00:00,4,17,6,2020
2364,2020-06-13 04:00:00+00:00,4,13,6,2020
2365,2020-06-22 04:00:00+00:00,4,22,6,2020
2366,2020-06-24 04:00:00+00:00,4,24,6,2020
2367,2020-07-01 04:00:00+00:00,4,1,7,2020
2368,2020-06-25 04:00:00+00:00,4,25,6,2020
2369,2020-07-02 04:00:00+00:00,4,2,7,2020
2370,2020-06-26 04:00:00+00:00,4,26,6,2020
2371,2020-06-30 04:00:00+00:00,4,30,6,2020
2372,2020-06-23 04:00:00+00:00,4,23,6,2020
2373,2020-06-27 04:00:00+00:00,4,27,6,2020
2374,2020-06-29 04:00:00+00:00,4,29,6,2020
2375,2020-06-28 04:00:00+00:00,4,28,6,2020
2376,2020-07-09 04:00:00+00:00,4,9,7,2020
2377,2020-07-11 04:00:00+00:00,4,11,7,2020
2378,2020-07-04 04:00:00+00:00,4,4,7,2020
2379,2020-07-05 04:00:00+00:00,4,5,7,2020
2380,2020-07-06 04:00:00+00:00,4,6,7,2020
2381,2020-07-10 04:00:00+00:00,4,10,7,2020
2382,2020-07-03 04:00:00+00:00,4,3,7,2020
2383,2020-07-07 04:00:00+00:00,4,7,7,2020
2384,2020-07-08 04:00:00+00:00,4,8,7,2020
2385,2020-07-12 04:00:00+00:00,4,12,7,2020
2386,2020-07-18 04:00:00+00:00,4,18,7,2020
2387,2020-07-13 04:00:00+00:00,4,13,7,2020
2388,2020-07-15 04:00:00+00:00,4,15,7,2020
2389,2020-07-16 04:00:00+00:00,4,16,7,2020
2390,2020-07-17 04:00:00+00:00,4,17,7,2020
2391,2020-07-14 04:00:00+00:00,4,14,7,2020
2392,2020-07-20 04:00:00+00:00,4,20,7,2020
2393,2020-07-19 04:00:00+00:00,4,19,7,2020
2394,2020-07-21 04:00:00+00:00,4,21,7,2020
2395,2020-07-26 04:00:00+00:00,4,26,7,2020
2396,2020-07-27 04:00:00+00:00,4,27,7,2020
2397,2020-07-28 04:00:00+00:00,4,28,7,2020
2398,2020-07-24 04:00:00+00:00,4,24,7,2020
2399,2020-07-25 04:00:00+00:00,4,25,7,2020
2400,2020-07-29 04:00:00+00:00,4,29,7,2020
2401,2020-07-22 04:00:00+00:00,4,22,7,2020
2402,2020-07-23 04:00:00+00:00,4,23,7,2020
2403,2020-07-30 04:00:00+00:00,4,30,7,2020
2404,2020-08-03 04:00:00+00:00,4,3,8,2020
2405,2020-08-07 04:00:00+00:00,4,7,8,2020
2406,2020-08-04 04:00:00+00:00,4,4,8,2020
2407,2020-08-01 04:00:00+00:00,4,1,8,2020
2408,2020-08-06 04:00:00+00:00,4,6,8,2020
2409,2020-08-08 04:00:00+00:00,4,8,8,2020
2410,2020-08-05 04:00:00+00:00,4,5,8,2020
2411,2020-07-31 04:00:00+00:00,4,31,7,2020
2412,2020-08-02 04:00:00+00:00,4,2,8,2020
2413,2020-08-09 04:00:00+00:00,4,9,8,2020
2414,2020-08-10 04:00:00+00:00,4,10,8,2020
2415,2020-08-13 04:00:00+00:00,4,13,8,2020
2416,2020-08-16 04:00:00+00:00,4,16,8,2020
2417,2020-08-18 04:00:00+00:00,4,18,8,2020
2418,2020-08-11 04:00:00+00:00,4,11,8,2020
2419,2020-08-15 04:00:00+00:00,4,15,8,2020
2420,2020-08-17 04:00:00+00:00,4,17,8,2020
2421,2020-08-12 04:00:00+00:00,4,12,8,2020
2422,2020-08-14 04:00:00+00:00,4,14,8,2020
2423,2020-08-19 04:00:00+00:00,4,19,8,2020
2424,2020-08-20 04:00:00+00:00,4,20,8,2020
2425,2020-08-24 04:00:00+00:00,4,24,8,2020
2426,2020-08-26 04:00:00+00:00,4,26,8,2020
2427,2020-08-27 04:00:00+00:00,4,27,8,2020
2428,2020-08-25 04:00:00+00:00,4,25,8,2020
2429,2020-08-21 04:00:00+00:00,4,21,8,2020
2430,2020-08-23 04:00:00+00:00,4,23,8,2020
2431,2020-08-22 04:00:00+00:00,4,22,8,2020
2432,2020-08-28 04:00:00+00:00,4,28,8,2020
2433,2020-09-05 04:00:00+00:00,4,5,9,2020
2434,2020-08-29 04:00:00+00:00,4,29,8,2020
2435,2020-08-31 04:00:00+00:00,4,31,8,2020
2436,2020-09-04 04:00:00+00:00,4,4,9,2020
2437,2020-08-30 04:00:00+00:00,4,30,8,2020
2438,2020-09-02 04:00:00+00:00,4,2,9,2020
2439,2020-09-06 04:00:00+00:00,4,6,9,2020
2440,2020-09-01 04:00:00+00:00,4,1,9,2020
2441,2020-09-03 04:00:00+00:00,4,3,9,2020
2442,2020-09-07 04:00:00+00:00,4,7,9,2020
2443,2020-09-08 04:00:00+00:00,4,8,9,2020
2444,2020-09-09 04:00:00+00:00,4,9,9,2020
2445,2020-09-16 04:00:00+00:00,4,16,9,2020
2446,2020-09-15 04:00:00+00:00,4,15,9,2020
2447,2020-09-12 04:00:00+00:00,4,12,9,2020
2448,2020-09-10 04:00:00+00:00,4,10,9,2020
2449,2020-09-14 04:00:00+00:00,4,14,9,2020
2450,2020-09-11 04:00:00+00:00,4,11,9,2020
2451,2020-09-13 04:00:00+00:00,4,13,9,2020
2452,2020-09-17 04:00:00+00:00,4,17,9,2020
2453,2020-09-18 04:00:00+00:00,4,18,9,2020
2454,2020-09-19 04:00:00+00:00,4,19,9,2020
2455,2020-09-24 04:00:00+00:00,4,24,9,2020
2456,2020-09-22 04:00:00+00:00,4,22,9,2020
2457,2020-09-25 04:00:00+00:00,4,25,9,2020
2458,2020-09-23 04:00:00+00:00,4,23,9,2020
2459,2020-09-21 04:00:00+00:00,4,21,9,2020
2460,2020-09-20 04:00:00+00:00,4,20,9,2020
2461,2020-09-26 04:00:00+00:00,4,26,9,2020
2462,2020-10-02 04:00:00+00:00,4,2,10,2020
2463,2020-09-28 04:00:00+00:00,4,28,9,2020
2464,2020-10-04 04:00:00+00:00,4,4,10,2020
2465,2020-10-03 04:00:00+00:00,4,3,10,2020
2466,2020-09-29 04:00:00+00:00,4,29,9,2020
2467,2020-09-30 04:00:00+00:00,4,30,9,2020
2468,2020-09-27 04:00:00+00:00,4,27,9,2020
2469,2020-10-05 04:00:00+00:00,4,5,10,2020
2470,2020-10-01 04:00:00+00:00,4,1,10,2020
2471,2020-10-06 04:00:00+00:00,4,6,10,2020
2472,2020-10-13 04:00:00+00:00,4,13,10,2020
2473,2020-10-14 04:00:00+00:00,4,14,10,2020
2474,2020-10-10 04:00:00+00:00,4,10,10,2020
2475,2020-10-09 04:00:00+00:00,4,9,10,2020
2476,2020-10-15 04:00:00+00:00,4,15,10,2020
2477,2020-10-16 04:00:00+00:00,4,16,10,2020
2478,2020-10-07 04:00:00+00:00,4,7,10,2020
2479,2020-10-11 04:00:00+00:00,4,11,10,2020
2480,2020-10-17 04:00:00+00:00,4,17,10,2020
2481,2020-10-08 04:00:00+00:00,4,8,10,2020
2482,2020-10-12 04:00:00+00:00,4,12,10,2020
2483,2020-10-21 04:00:00+00:00,4,21,10,2020
2484,2020-10-24 04:00:00+00:00,4,24,10,2020
2485,2020-10-22 04:00:00+00:00,4,22,10,2020
2486,2020-10-20 04:00:00+00:00,4,20,10,2020
2487,2020-10-19 04:00:00+00:00,4,19,10,2020
2488,2020-10-18 04:00:00+00:00,4,18,10,2020
2489,2020-10-26 04:00:00+00:00,4,26,10,2020
2490,2020-10-25 04:00:00+00:00,4,25,10,2020
2491,2020-10-23 04:00:00+00:00,4,23,10,2020
2492,2020-10-27 04:00:00+00:00,4,27,10,2020
2493,2020-11-01 04:00:00+00:00,4,1,11,2020
2494,2020-11-06 05:00:00+00:00,5,6,11,2020
2495,2020-11-02 05:00:00+00:00,5,2,11,2020
2496,2020-11-03 05:00:00+00:00,5,3,11,2020
2497,2020-10-30 04:00:00+00:00,4,30,10,2020
2498,2020-11-05 05:00:00+00:00,5,5,11,2020
2499,2020-10-28 04:00:00+00:00,4,28,10,2020
2500,2020-10-31 04:00:00+00:00,4,31,10,2020
2501,2020-11-04 05:00:00+00:00,5,4,11,2020
2502,2020-10-29 04:00:00+00:00,4,29,10,2020
2503,2020-11-07 05:00:00+00:00,5,7,11,2020
2504,2020-11-14 05:00:00+00:00,5,14,11,2020
2505,2020-11-16 05:00:00+00:00,5,16,11,2020
2506,2020-11-08 05:00:00+00:00,5,8,11,2020
